Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Seating_Capacity,Type,Power.1,Torque.1
Hyundai,Santro,Era Mt,"₹ 429,990.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,Manual,69,99.04
Hyundai,Santro,Magna Mt,"₹ 503,990.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,Manual,69,99.04
Hyundai,Santro,Magna Mt Cng,"₹ 547,990.000000000000000",1086,4,35,CNG,1560,3610,1645,Hatchback,5,Manual,59,99.04
Hyundai,Santro,Magna Amt,"₹ 530,990.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,AMT,69,10.1
Hyundai,Santro,Sportz Mt,"₹ 512,990.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,Manual,69,10.1
Hyundai,Santro,Sportz Mt Cng,"₹ 578,990.000000000000000",1086,4,60,CNG,1560,3610,1645,Hatchback,5,Manual,59,8.3
Hyundai,Santro,Sportz Amt,"₹ 570,990.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,AMT,69,10.1
Hyundai,Santro,Asta Mt,"₹ 556,490.000000000000000",1086,4,35,Petrol,1560,3610,1645,Hatchback,5,Manual,69,99.04
Tata,Tiago,Revotron Xe,"₹ 460,000.000000000000000",1199,3,35,Petrol,1535,3765,1677,Hatchback,5,Manual,86,114
Hyundai,Aura,E 1.2 Petrol,"₹ 579,900.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Manual,83,114
Hyundai,Aura,S 1.2 Petrol,"₹ 655,900.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Manual,83,114
Hyundai,Aura,S 1.2 Amt Petrol,"₹ 705,800.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Automatic,83,114
Hyundai,Aura,Sx 1.2 Petrol,"₹ 729,900.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Manual,83,114
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,"₹ 804,800.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Automatic,83,114
Hyundai,Aura,Sx (O) 1.2 Petrol,"₹ 785,900.000000000000000",1197,0,37,Petrol,1520,3995,1680,Sedan,5,Manual,83,114
Hyundai,Aura,Sx Plus 1.0 Petrol,"₹ 854,900.000000000000000",998,0,37,Petrol,1520,3995,1680,Sedan,5,Manual,100,172
Hyundai,Aura,S 1.2 Diesel,"₹ 773,800.000000000000000",1186,0,37,Diesel,1520,3995,1680,Sedan,5,Manual,75,190
Hyundai,Aura,S 1.2 Amt Diesel,"₹ 823,700.000000000000000",1186,0,37,Diesel,1520,3995,1680,Sedan,5,Automatic,75,190
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,"₹ 922,700.000000000000000",1186,0,37,Diesel,1520,3995,1680,Sedan,5,Automatic,75,190
Hyundai,Aura,Sx (O) 1.2 Diesel,"₹ 903,800.000000000000000",1186,0,37,Diesel,1520,3995,1680,Sedan,5,Manual,75,190
Ford,Aspire,1.2 Ti-Vct Ambiente,"₹ 598,500.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.2 Ti-Vct Trend Plus,"₹ 697,400.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.2 Ti-Vct Trend,"₹ 663,400.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.5 Tdci Ambiente,"₹ 699,400.000000000000000",1498,4,40,Diesel,1525,3995,1704,Sedan,5,Manual,100,215
Ford,Aspire,1.5 Tdci Trend,"₹ 737,400.000000000000000",1498,4,40,Diesel,1525,3995,1704,Sedan,5,Manual,100,215
Ford,Aspire,1.5 Tdci Trend Plus,"₹ 777,400.000000000000000",1498,4,40,Diesel,1525,3995,1705,Sedan,5,Manual,100,215
Ford,Aspire,1.5 Tdci Titanium,"₹ 817,400.000000000000000",1498,4,40,Diesel,1525,3995,1704,Sedan,5,Manual,100,215
Ford,Aspire,1.5 Tdci Titanium Plus,"₹ 862,400.000000000000000",1498,4,40,Diesel,1525,3995,1704,Sedan,5,Manual,100,215
Ford,Aspire,1.2 Ti-Vct Titanium Plus,"₹ 782,400.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.2 Ti-Vct Titanium,"₹ 737,400.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.2 Trend Plus Cng,"₹ 758,314.000000000000000",1194,4,42,CNG,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.2 Ti-Vct Blu,"₹ 762,400.000000000000000",1194,4,42,Petrol,1525,3995,1704,Sedan,5,Manual,96,120
Ford,Aspire,1.5 Tdci Blu,"₹ 842,400.000000000000000",1498,4,40,Diesel,1525,3995,1704,Sedan,5,Manual,100,215
Toyota,Glanza,G Hybrid,"₹ 721,900.000000000000000",1197,4,37,Petrol,1540,3995,1745,Hatchback,5,Manual,89,113
Toyota,Glanza,V,"₹ 758,200.000000000000000",1197,4,37,Petrol,1540,3995,1745,Hatchback,5,Manual,82,113
Toyota,Glanza,G Cvt,"₹ 829,900.000000000000000",1197,4,37,Petrol,1540,3995,1745,Hatchback,5,CVT,82,113
Toyota,Glanza,V Cvt,"₹ 890,200.000000000000000",1197,4,37,Petrol,1540,3995,1745,Hatchback,5,CVT,82,113
Toyota,Glanza,G Mt,"₹ 697,900.000000000000000",1197,4,37,Petrol,1540,3995,1745,Hatchback,5,Manual,82,113
Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,"₹ 2,680,000.000000000000000",1956,4,60,Diesel,1657,4398,1818,SUV,5,Automatic,173,350
Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,"₹ 2,760,000.000000000000000",1956,4,60,Diesel,1657,4398,1818,SUV,5,Automatic,173,350
Audi,A4,Premium Plus 35 Tfsi,"₹ 4,149,000.000000000000000",1395,4,54,Petrol,1427,4726,1842,Sedan,5,DCT,150,250
Audi,A4,Technology 35 Tfsi,"₹ 4,507,000.000000000000000",1395,4,54,Petrol,1427,4726,1842,Sedan,5,DCT,150,250
Audi,A6,Premium Plus 45 Tfsi,"₹ 5,442,200.000000000000000",1984,4,73,Petrol,1455,4933,1874,Sedan,5,Automatic,245,370
Audi,A6,Technology 45 Tfsi,"₹ 5,942,200.000000000000000",1984,4,73,Petrol,1455,4933,1874,Sedan,5,Automatic,245,370
Audi,S5,Sportback,"₹ 7,243,000.000000000000000",2995,6,58,Petrol,1384,4718,1843,Sedan,5,Automatic,333,500
Bmw,X5,Xdrive30D Sport,"₹ 7,330,000.000000000000000",2993,6,0,Diesel,1745,4922,2218,SUV,5,Automatic,265,620
Bmw,X5,Xdrive30D Xline,"₹ 8,290,000.000000000000000",2993,6,0,Diesel,1745,4922,2218,SUV,5,Automatic,265,620
Bmw,X5,Xdrive40I M Sport,"₹ 8,290,000.000000000000000",2998,6,0,Petrol,1745,4922,2218,SUV,5,Automatic,340,450
Jeep,Grand Cherokee,Summit Petrol,"₹ 7,515,000.000000000000000",3604,6,93.5,Petrol,1802,4828,1943,SUV,5,Automatic,286,347
Lamborghini,Urus,V8,"₹ 30,000,000.000000000000000",3996,8,75,Petrol,1638,5112,2181,SUV,5,Automatic,650,850
Bentley,Bentayga,V8,"₹ 37,542,069.000000000000000",3996,12,85,Petrol,1742,5140,1998,SUV,5,Automatic,550,770
Mercedes-Benz,Rolls-Royce Cullinan,Suv,"₹ 69,500,000.000000000000000",6750,12,0,Petrol,1835,5341,2000,SUV,5,Automatic,563,850
Maruti Suzuki,S-Presso,Std,"₹ 370,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Std (O),"₹ 376,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Lxi,"₹ 409,000.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Lxi (O),"₹ 415,000.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Vxi,"₹ 432,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Vxi (O),"₹ 438,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Vxi Ags,"₹ 475,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,AMT,67,90
Maruti Suzuki,S-Presso,Vxi+,"₹ 456,000.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,Manual,67,90
Maruti Suzuki,S-Presso,Vxi (O) Ags,"₹ 481,500.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,AMT,67,90
Maruti Suzuki,S-Presso,Vxi+ Ags,"₹ 499,000.000000000000000",998,3,27,Petrol,1549,3565,1520,Hatchback,5,AMT,67,90
Force,Gurkha,Xtreme,"₹ 1,299,000.000000000000000",2149,4,63,Diesel,2075,3992,1820,SUV,5,Manual,140,321
Force,Gurkha,Xtreme Abs,"₹ 1,330,000.000000000000000",2149,4,63,Diesel,2075,3992,1820,SUV,5,Manual,140,321
Jeep,Compass,1.4 Limited At,"₹ 1,996,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Automatic,162,250
Jeep,Compass,1.4 Sport,"₹ 1,560,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Manual,162,250
Jeep,Compass,1.4 Limited (O) At,"₹ 2,055,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Automatic,162,250
Jeep,Compass,2.0 Sport,"₹ 1,661,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Longitude,"₹ 1,803,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Longitude (O),"₹ 1,888,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited,"₹ 1,973,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited (O),"₹ 2,022,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited 4X4,"₹ 2,151,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited (O) 4X4,"₹ 2,199,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,1.4 Limited Plus At Petrol,"₹ 2,167,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Automatic,162,250
Jeep,Compass,2.0 Limited Plus 4X2 Diesel,"₹ 2,133,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited Plus 4X4 Diesel,"₹ 2,311,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Sport Plus,"₹ 1,699,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,1.4 Sport Plus,"₹ 1,599,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Manual,162,250
Jeep,Compass,1.4 Longitude (O) At,"₹ 1,900,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Automatic,163,250
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,"₹ 2,070,000.000000000000000",1368,6,60,Petrol,1640,4395,1818,SUV,5,Automatic,162,250
Jeep,Compass,2.0 Limited (O) Black Pack,"₹ 2,036,300.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,"₹ 2,214,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Manual,173,350
Jeep,Compass,2.0 Limited Plus 4X4 At,"₹ 2,499,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Automatic,173,350
Jeep,Compass,2.0 Longitude 4X4 At,"₹ 2,196,000.000000000000000",1956,6,60,Diesel,1640,4395,1818,SUV,5,Automatic,173,350
Honda,Civic,1.8 V Cvt,"₹ 1,793,900.000000000000000",1799,4,47,Petrol,1433,4656,1799,Sedan,5,Automatic,141,174
Honda,Civic,1.8 Vx Cvt,"₹ 1,944,900.000000000000000",1799,4,47,Petrol,1433,4656,1799,Sedan,5,Automatic,141,174
Honda,Civic,1.8 Zx Cvt,"₹ 2,124,900.000000000000000",1799,4,47,Petrol,1433,4656,1799,Sedan,5,Automatic,141,174
Honda,Civic,1.6 Vx Mt,"₹ 2,054,900.000000000000000",1597,4,47,Diesel,1433,4656,1799,Sedan,5,Manual,120,300
Honda,Civic,1.6 Zx Mt,"₹ 2,234,900.000000000000000",1597,4,47,Diesel,1433,4656,1799,Sedan,5,Manual,120,300
Mg,Zs Ev,Excite,"₹ 2,088,000.000000000000000",0,0,0,Electric,1644,4314,1809,SUV,5,Automatic,142.76,353
Mg,Zs Ev,Exclusive,"₹ 2,358,000.000000000000000",0,0,0,Electric,1644,4314,1809,SUV,5,Automatic,142.76,353
Mini,Cooper 3 Door,Cooper S,"₹ 3,420,000.000000000000000",1998,4,44,Petrol,1414,3850,1727,Hatchback,5,Automatic,192,280
Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,"₹ 20,517,853.000000000000000",4999,8,0,Petrol,1803,4882,2220,SUV,5,Automatic,567,700
Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,"₹ 17,940,227.000000000000000",4999,8,0,Petrol,1803,4879,2220,SUV,5,Automatic,518,625
Maserati,Ghibli,Diesel,"₹ 13,387,856.000000000000000",2987,0,70,Diesel,1461,4971,2100,Not Mentioned,5,Automatic,275,570
Maserati,Ghibli,Gransport,"₹ 13,881,858.000000000000000",2987,0,70,Diesel,1461,4971,2100,Not Mentioned,5,Automatic,275,600
Maserati,Ghibli,Granlusso,"₹ 14,247,814.000000000000000",2987,0,70,Diesel,1461,4971,2100,Not Mentioned,5,Automatic,275,600
Ford,Figo,Ambiente 1.2 Ti-Vct,"₹ 523,000.000000000000000",1194,4,42,Petrol,1525,3941,1704,Hatchback,5,Manual,96,120
Ford,Figo,Titanium 1.2 Ti-Vct,"₹ 599,900.000000000000000",1196,4,42,Petrol,1525,3941,1704,Hatchback,5,Manual,96,120
Ford,Figo,Titanium1.5 Tdci,"₹ 699,900.000000000000000",1498,4,40,Diesel,1525,3941,1704,Hatchback,5,Manual,100,215
Ford,Figo,Titanium Blu 1.2 Ti-Vct,"₹ 664,900.000000000000000",1194,4,42,Petrol,1525,3941,1704,Hatchback,5,Manual,96,120
Ford,Figo,Titanium Blu 1.5 Tdci,"₹ 764,900.000000000000000",1498,4,40,Diesel,1525,3941,1704,Hatchback,5,Manual,100,215
Volkswagen,Passat,2.0 Tdi Comfortline,"₹ 3,021,500.000000000000000",1968,4,55,Diesel,1456,4767,1832,Sedan,5,Automatic,180,350
Volkswagen,Passat,2.0 Tdi Highline,"₹ 3,321,500.000000000000000",1968,4,66,Diesel,1456,4767,1832,Sedan,5,Automatic,180,350
Volkswagen,Passat,2.0 Tdi Comfortline Connect,"₹ 2,599,000.000000000000000",1968,4,55,Diesel,1456,4767,1832,Sedan,5,Automatic,180,350
Volkswagen,Passat,2.0 Tdi Highline Connect,"₹ 2,899,000.000000000000000",1968,4,66,Diesel,1456,4767,1832,Sedan,5,Automatic,180,350
Mini,Countryman,Cooper S,"₹ 3,490,000.000000000000000",1998,4,47,Petrol,1557,4299,1822,Hatchback,5,Automatic,192,280
Mini,Countryman,Cooper Sd,"₹ 3,740,000.000000000000000",1998,4,47,Diesel,1557,4299,1822,Hatchback,5,Automatic,190,400
Mini,Countryman,Cooper S Jcw Inspired,"₹ 4,140,000.000000000000000",1998,4,47,Petrol,1557,4299,1822,Hatchback,5,Automatic,192,280
Mini,Countryman,Black Edition,"₹ 4,240,000.000000000000000",1998,4,47,Petrol,1557,4299,1822,Hatchback,5,Automatic,192,280
Lexus,Nx 300H,F-Sport,"₹ 6,060,000.000000000000000",2494,6,56,Petrol,1645,4.64,1845,SUV,5,Automatic,194,210
Lexus,Nx 300H,Luxury,"₹ 5,990,000.000000000000000",2494,6,56,Petrol,1645,4640,1845,SUV,5,Automatic,194,210
Mercedes-Benz,Mercedes-Benz Gle,300D 4Matic,"₹ 7,370,000.000000000000000",1950,4,93,Diesel,1772,4924,2157,SUV,5,Automatic,245,500
Mercedes-Benz,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,"₹ 12,500,000.000000000000000",2925,6,93,Diesel,1772,4924,2157,SUV,5,Automatic,330,700
Mercedes-Benz,Mercedes-Benz Cls,300D,"₹ 8,470,000.000000000000000",1950,4,0,Diesel,1435,4988,1890,Sedan,5,Automatic,245,500
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"₹ 790,350.000000000000000",1186,3,37,Diesel,1520,3805,1680,Hatchback,5,Automatic,75,190
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"₹ 804,450.000000000000000",1186,3,37,Diesel,1520,3805,1680,Hatchback,5,Manual,75,190
Maruti Suzuki R,Wagon,Vxi,"₹ 479,000.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,68,90
Maruti Suzuki R,Wagon,Vxi Ags,"₹ 526,000.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Automatic,68,90
Maruti Suzuki R,Wagon,1.2L Zxi,"₹ 548,000.000000000000000",1197,3,32,Petrol,1620,3655,1675,Hatchback,5,Manual,83,1130
Maruti Suzuki R,Wagon,Lxi,"₹ 434,000.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,68,90
Maruti Suzuki R,Wagon,1.2L Vxi,"₹ 513,501.000000000000000",1197,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,83,113
Maruti Suzuki R,Wagon,1.2L Vxi Ags,"₹ 560,500.000000000000000",1197,3,32,Petrol,1675,3655,1620,Hatchback,5,Automatic,83,113
Maruti Suzuki R,Wagon,1.2L Zxi Ags,"₹ 594,800.000000000000000",1197,3,32,Petrol,1675,3655,1620,Hatchback,5,Automatic,83,113
Maruti Suzuki R,Wagon,Lxi (O),"₹ 441,000.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,68,90
Maruti Suzuki R,Wagon,Vxi (O),"₹ 486,001.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,68,90
Maruti Suzuki R,Wagon,1.2L Vxi (O),"₹ 520,500.000000000000000",1197,3,32,Petrol,1675,3655,1620,Hatchback,5,Manual,83,113
Maruti Suzuki R,Wagon,1.2L Vxi Ags (O),"₹ 567,500.000000000000000",1197,3,32,Petrol,1675,3655,1620,Hatchback,5,Automatic,83,113
Maruti Suzuki R,Wagon,Vxi Ags (O),"₹ 533,000.000000000000000",998,3,32,Petrol,1675,3655,1620,Hatchback,5,Automatic,68,90
Maruti Suzuki R,Wagon,Lxi Cng,"₹ 500,500.000000000000000",998,3,32,CNG,1675,3655,1620,Hatchback,5,Manual,68,90
Maruti Suzuki R,Wagon,Lxi (O) Cng,"₹ 507,500.000000000000000",998,3,32,CNG,1675,3655,1620,Hatchback,5,Manual,68,90
Toyota,Camry,Hybrid,"₹ 3,788,000.000000000000000",2487,4,50,Hybrid,1455,4885,1840,Sedan,5,Automatic,178,221
Audi,A5,Sportback,"₹ 6,061,200.000000000000000",1968,4,0,Diesel,1386,4733,1843,Sedan,5,Automatic,190,400
Lexus,Ls 500H,Luxury,"₹ 18,221,000.000000000000000",3456,6,82,Hybrid,1450,5235,1900,SUV,5,Automatic,299,350
Lexus,Ls 500H,Ultra Luxury,"₹ 18,736,000.000000000000000",3456,6,82,Hybrid,1450,5235,1900,SUV,5,Automatic,299,350
Lexus,Ls 500H,Distinct,"₹ 19,371,000.000000000000000",3456,6,82,Hybrid,1450,5235,1900,SUV,5,Automatic,299,350
Mercedes-Benz,Mercedes-Benz Glc,200 Progressive,"₹ 5,275,000.000000000000000",1991,4,66,Petrol,1644,4658,1890,SUV,5,Automatic,197,320
Mercedes-Benz,Mercedes-Benz Glc,220D 4Matic Progressive,"₹ 5,775,000.000000000000000",1950,4,50,Diesel,1644,4658,1890,SUV,5,Automatic,194,400
Mahindra,Alturas G4,2Wd At,"₹ 2,770,150.000000000000000",2157,4,70,Diesel,1845,4850,1960,Not Mentioned,0,Automatic,178,420
Mahindra,Alturas G4,4Wd At,"₹ 3,070,150.000000000000000",2157,4,70,Diesel,1845,4850,1960,SUV,7,Automatic,178,420
Mini,Convertible,Cooper S,"₹ 3,830,000.000000000000000",1998,4,44,Petrol,1415,3850,1727,Convertible,4,Automatic,192,280
Mini,John Cooper Works,Hatch,"₹ 4,350,000.000000000000000",1998,4,44,Petrol,1414,3874,1727,"Hatchback, Sports",2,Automatic,231,320
Audi,A8 L,55 Tfsi Quattro,"₹ 15,600,000.000000000000000",2995,8,82,Petrol,1485,5302,1945,Sedan,4,Automatic,340,500
Lexus,Lc 500H,Coupe,"₹ 19,600,000.000000000000000",3456,6,82,Hybrid,1345,4770,1920,Coupe,4,Automatic,299,350
Mercedes-Benz,Mercedes-Benz Maybach,S650,"₹ 27,308,312.000000000000000",5980,12,80,Petrol,1498,5453,1899,Sedan,4,Automatic,630,1000
Bugatti,Chiron,W16,"₹ 192,142,937.000000000000000",7993,16,0,Petrol,1212,4544,2038,Sports,2,Automatic,1479,1600
Bugatti,Chiron,Sport,"₹ 212,155,397.000000000000000",7993,16,0,Petrol,1212,4544,2038,Sports,2,Automatic,1600,1479
Bajaj,Qute (Re60),Qcar,"₹ 263,000.000000000000000",216,0,0,Petrol,1652,2752,1312,Hatchback,4,Manual,13,18.9
Bajaj,Qute (Re60),Qcar Cng,"₹ 283,000.000000000000000",216,0,0,CNG,1652,2752,1312,Hatchback,4,Manual,12,16.1
Maruti Suzuki,Xl6,Zeta Mt,"₹ 984,689.000000000000000",1462,4,45,Petrol,1700,4445,1775,MPV,6,Manual,104,138
Maruti Suzuki,Xl6,Alpha Mt,"₹ 1,041,189.000000000000000",1462,4,45,Petrol,1700,4445,1775,MPV,6,Manual,104,138
Maruti Suzuki,Xl6,Zeta At,"₹ 1,094,689.000000000000000",1462,4,45,Petrol,1700,4445,1775,MPV,6,Automatic,104,138
Maruti Suzuki,Xl6,Alpha At,"₹ 1,151,189.000000000000000",1462,4,45,Petrol,1700,4445,1775,MPV,6,Automatic,104,138
Mahindra,Marazzo,M2 7 Str,"₹ 999,900.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,7,Manual,121,300
Mahindra,Marazzo,M4 7 Str,"₹ 1,156,471.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,7,Manual,121,300
Mahindra,Marazzo,M6 7 Str,"₹ 1,308,592.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,7,Manual,121,300
Mahindra,Marazzo,M8 7 Str,"₹ 1,468,440.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,7,Manual,121,300
Mahindra,Marazzo,M2 8 Str,"₹ 999,900.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,8,Manual,121,300
Mahindra,Marazzo,M4 8 Str,"₹ 1,164,569.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,8,Manual,121,300
Mahindra,Marazzo,M6 8 Str,"₹ 1,316,690.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,8,Manual,121,300
Mahindra,Marazzo,M8 8 Str,"₹ 1,476,538.000000000000000",1497,4,45,Diesel,1774,4585,1866,MPV,8,Manual,121,300
Kia,Carnival,Premium 7 Str,"₹ 2,495,000.000000000000000",2199,4,0,Diesel,1755,5115,1985,MUV,7,Automatic,200,440
Kia,Carnival,Premium 8 Str,"₹ 2,515,000.000000000000000",2199,4,0,Diesel,1755,5115,1985,MUV,7,Automatic,200,440
Kia,Carnival,Prestige 7 Str,"₹ 2,895,000.000000000000000",2199,4,0,Diesel,1755,5115,1985,MUV,7,Automatic,200,440
Kia,Carnival,Prestige 9 (6+3) Str,"₹ 2,995,000.000000000000000",2199,4,0,Diesel,1755,5115,1985,MUV,7,Automatic,200,440
Kia,Carnival,Limousine 7 Str,"₹ 3,395,000.000000000000000",2199,4,0,Diesel,1755,5115,1985,MUV,7,Automatic,200,440
Mini,Cooper 3 Door,Cooper D,"₹ 2,990,000.000000000000000",1496,3,44,Diesel,1414,3821,1727,Hatchback,4,Automatic,116,270
Mercedes-Benz,Mercedes-Benz C-Class Cabriolet,C300,"₹ 6,426,497.000000000000000",1991,4,60,Petrol,1409,4686,1810,Convertible,4,Automatic,258,370
Bmw,Z4 Roadster,Sdrive 20I,"₹ 6,490,000.000000000000000",1998,4,52,Petrol,1304,4324,2024,"Convertible, Sports",2,Automatic,197,320
Bmw,Z4 Roadster,M 40I,"₹ 7,890,000.000000000000000",2998,6,52,Petrol,1304,4324,1459,"Convertible, Sports",2,Automatic,340,500
Mercedes-Benz,Mercedes-Benz V-Class,Expression Elwb,"₹ 6,840,000.000000000000000",2143,4,93,Diesel,1880,5370,1928,MUV,7,Automatic,163,380
Mercedes-Benz,Mercedes-Benz V-Class,Exclusive Lwb,"₹ 8,190,000.000000000000000",2143,4,93,Diesel,1880,5140,1928,MUV,6,Automatic,163,380
Mercedes-Benz,Mercedes-Benz V-Class,Elite,"₹ 11,000,000.000000000000000",1950,4,70,Diesel,1901,5140,1928,MPV,6,Automatic,163,380
Mercedes-Benz,Mercedes-Benz Amg Gt 4-Door Coupe,63 S 4Matic+,"₹ 24,200,000.000000000000000",0,8,65,Petrol,1447,5054,1953,Coupe,4,Automatic,639,700
Ferrari,Gtc4 Lusso,V8 T,"₹ 42,000,000.000000000000000",3900,8,91,Petrol,1383,4922,1980,Coupe,4,Automatic,610,760
Ferrari,Gtc4 Lusso,V12,"₹ 52,000,000.000000000000000",6262,8,91,Petrol,1383,4922,1980,Coupe,4,Automatic,681,697
Maruti Suzuki,Ertiga,Zxi,"₹ 917,000.000000000000000",1462,4,45,Petrol,1685,4265,1695,MPV,7,Manual,104,138
Maruti Suzuki,Ertiga,Vxi At,"₹ 936,000.000000000000000",1462,4,45,Petrol,1690,4395,1735,MUV,7,Automatic,103,130
Maruti Suzuki,Ertiga,Zxi Plus,"₹ 971,000.000000000000000",1462,4,45,Petrol,1690,4395,1735,MUV,7,Manual,103,130
Maruti Suzuki,Ertiga,Vxi,"₹ 834,000.000000000000000",1462,4,45,Petrol,1685,4265,1695,MUV,7,Manual,103,180
Maruti Suzuki,Ertiga,Zxi At,"₹ 1,013,000.000000000000000",1462,4,45,Petrol,1685,4265,1695,MPV,7,Automatic,104,138
Maruti Suzuki,Ertiga,1.5L Vdi,"₹ 986,689.000000000000000",1498,4,45,Diesel,1690,4395,1735,MPV,7,Manual,95,225
Maruti Suzuki,Ertiga,1.5L Zdi,"₹ 1,069,689.000000000000000",1498,4,45,Diesel,1690,4395,1735,MPV,7,Manual,95,225
Maruti Suzuki,Ertiga,1.5L Zdi Plus,"₹ 1,120,689.000000000000000",1498,4,45,Diesel,1690,4395,1735,MPV,7,Manual,95,225
